Question Label,Concept UUID,Answer Label,Source Form,Concept Type
Any Assistive prescribed?,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,ophthamology-clinical-form.json,Answer Option
Any Assistive prescribed?,d988ce46-bb43-4c4f-9f36-7f26888c95b4,Spectacles,ophthamology-clinical-form.json,Answer Option
Any Assistive prescribed?,155310AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Magnifiers,ophthamology-clinical-form.json,Answer Option
Any Assistive prescribed?,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other,ophthamology-clinical-form.json,Answer Option
Other (Specify),160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other (Specify),ophthamology-clinical-form.json,Main Question Concept
Visual Rehabilitation done?,1651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Visual Rehabilitation done?,ophthamology-clinical-form.json,Main Question Concept
Visual Rehabilitation done?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,ophthamology-clinical-form.json,Answer Option
Visual Rehabilitation done?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,ophthamology-clinical-form.json,Answer Option
Patient Outcome ,160433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Patient Outcome ,ophthamology-clinical-form.json,Main Question Concept
Patient Outcome ,160429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Released Home,ophthamology-clinical-form.json,Answer Option
Patient Outcome ,77eafb3f-58d3-4397-a6dc-d2c06e9062f3,Admit,ophthamology-clinical-form.json,Answer Option
Patient Outcome ,1693AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referral,ophthamology-clinical-form.json,Answer Option
Patient Outcome ,159AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Deceased,ophthamology-clinical-form.json,Answer Option
Reffered For?,162725AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Reffered For?,ophthamology-clinical-form.json,Main Question Concept
Referred to?,163145AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referred to?,ophthamology-clinical-form.json,Main Question Concept
Referred to?,164407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other health facility,ophthamology-clinical-form.json,Answer Option
Referred to?,163266AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,This health facility,ophthamology-clinical-form.json,Answer Option
Referred to?,4fcf003e-71cf-47a5-a967-47d24aa61092,Community Health Unit,ophthamology-clinical-form.json,Answer Option
Transfer to Facility:,159495AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Transfer to Facility:,ophthamology-clinical-form.json,Main Question Concept
Service Referred for:,162724AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Service Referred for:,ophthamology-clinical-form.json,Main Question Concept
1. Physical address where overdose happened,162725AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1. Physical address where overdose happened,opioid-overdose-encounter.json,Main Question Concept
Date,796cf13b-0cea-4a5c-89b7-f484b71f7a59,Date,opioid-overdose-encounter.json,Main Question Concept
2. Incident type,90c0407c-1664-4191-bae0-d24f9bba2fbf,2. Incident type,opioid-overdose-encounter.json,Main Question Concept
2. Incident type,cee32394-2128-4f30-8b1a-add6d23d2a46,Recurrent,opioid-overdose-encounter.json,Answer Option
2. Incident type,46b67e80-3a33-486e-a9cf-1f2f4cd45824,New,opioid-overdose-encounter.json,Answer Option
3. Name of the incident site (Hotspot),07944782-2ad1-4319-b3bd-b5acd097a328,3. Name of the incident site (Hotspot),opioid-overdose-encounter.json,Main Question Concept
4. Type of the site,8e636ff6-6907-4c7e-965a-5c178c3237c6,4. Type of the site,opioid-overdose-encounter.json,Main Question Concept
4. Type of the site,4da6617b-0bce-4653-932f-b9aa85794f19,Casino,opioid-overdose-encounter.json,Answer Option
4. Type of the site,500e6361-47d3-4239-81ae-cccca6999f08,Sex den,opioid-overdose-encounter.json,Answer Option
4. Type of the site,50e3f356-04b7-47a6-89d4-b46b74fa68ac,Guest house/hotel,opioid-overdose-encounter.json,Answer Option
4. Type of the site,0a802027-c3db-4c89-a06a-5172a5f57611,Public Park,opioid-overdose-encounter.json,Answer Option
4. Type of the site,8fa3458f-217d-41ec-99a1-e80cb9e76963,Bar with lodging,opioid-overdose-encounter.json,Answer Option
4. Type of the site,52fcebd8-62b1-4b4a-be41-2f0ed5cd0a77,Brothel,opioid-overdose-encounter.json,Answer Option
4. Type of the site,8361b9dd-a67b-46cd-a7d8-4a49dc732a17,Bar without lodging,opioid-overdose-encounter.json,Answer Option
4. Type of the site,c3231eda-d525-40b5-81ef-323d7ebec324,Injecting den,opioid-overdose-encounter.json,Answer Option
4. Type of the site,45bd1bea-367d-45d5-b596-a81a4f095808,Beach,opioid-overdose-encounter.json,Answer Option
4. Type of the site,7f9ab5d9-b95b-4341-9d99-3cd1a2d45752,Strip club,opioid-overdose-encounter.json,Answer Option
4. Type of the site,0eb70f95-c0bb-480a-b0c5-dc987c740940,Street,opioid-overdose-encounter.json,Answer Option
4. Type of the site,c31e2ac5-edcb-4f5e-a5a3-09e6158332bb,Uninhabitable building,opioid-overdose-encounter.json,Answer Option
4. Type of the site,c042a7d4-a8fb-4b33-b638-15c4687912e7,illicit brew den,opioid-overdose-encounter.json,Answer Option
4. Type of the site,17a0e078-4f8e-4993-ba93-26bbd6480069,Highway,opioid-overdose-encounter.json,Answer Option
4. Type of the site,7e77fe7a-978a-48ba-b0ce-b5226fe61e25,Barber shop/salon,opioid-overdose-encounter.json,Answer Option
4. Type of the site,1536AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Home,opioid-overdose-encounter.json,Answer Option
4. Type of the site,48ca7119-3535-48f7-877d-acd7c1d193dd,Massage Parlor,opioid-overdose-encounter.json,Answer Option
4. Type of the site,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other,opioid-overdose-encounter.json,Answer Option
Other Specify,20395601-257c-490c-86c2-acffb627f91f,Other Specify,opioid-overdose-encounter.json,Main Question Concept
5. Name of Suspected opioid substance used,1417AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5. Name of Suspected opioid substance used,opioid-overdose-encounter.json,Main Question Concept
5. Name of Suspected opioid substance used,77443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Heroine,opioid-overdose-encounter.json,Answer Option
5. Name of Suspected opioid substance used,79574AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pethidine,opioid-overdose-encounter.json,Answer Option
5. Name of Suspected opioid substance used,80106AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Morphine,opioid-overdose-encounter.json,Answer Option
5. Name of Suspected opioid substance used,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unknown,opioid-overdose-encounter.json,Answer Option
6. Any other Drug used other than Opioid,1417AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,6. Any other Drug used other than Opioid,opioid-overdose-encounter.json,Main Question Concept
6. Any other Drug used other than Opioid,79661AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Methadone,opioid-overdose-encounter.json,Answer Option
6. Any other Drug used other than Opioid,73650AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cocaine,opioid-overdose-encounter.json,Answer Option
6. Any other Drug used other than Opioid,121725AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Alcohol,opioid-overdose-encounter.json,Answer Option
6. Any other Drug used other than Opioid,76511AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Flunitrazepam(Tap tap,Bugizi)",opioid-overdose-encounter.json,Answer Option
6. Any other Drug used other than Opioid,146504AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cannabis,opioid-overdose-encounter.json,Answer Option
6. Any other Drug used other than Opioid,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others (Specify),opioid-overdose-encounter.json,Answer Option
Other Drug,3bb426dc-7f5c-43f2-952e-8d15ab16e6a4,Other Drug,opioid-overdose-encounter.json,Main Question Concept
7. Naloxone provided,fe3ae6c1-7582-49c7-95ee-a0badfee2133,7. Naloxone provided,opioid-overdose-encounter.json,Main Question Concept
7. Naloxone provided,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,opioid-overdose-encounter.json,Answer Option
7. Naloxone provided,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,opioid-overdose-encounter.json,Answer Option
8. Risk Factors,bd9c6357-8d98-45b2-8fb3-65440616c2a7,8. Risk Factors,opioid-overdose-encounter.json,Main Question Concept
8. Risk Factors,989AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Age,opioid-overdose-encounter.json,Answer Option
8. Risk Factors,162747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Comorbidity,opioid-overdose-encounter.json,Answer Option
8. Risk Factors,131779AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Abstinence from opioid use,opioid-overdose-encounter.json,Answer Option
8. Risk Factors,129754AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mixing    ,opioid-overdose-encounter.json,Answer Option
8. Risk Factors,134236AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MAT induction/Re-induction ,opioid-overdose-encounter.json,Answer Option
8. Risk Factors,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others (Specify),opioid-overdose-encounter.json,Answer Option
Other Risk Factor,3bb426dc-7f5c-43f2-952e-8d15ab16e6a4,Other Risk Factor,opioid-overdose-encounter.json,Main Question Concept
9. Outcome,b336c0e2-97af-4183-b74a-d42660319ce5,9. Outcome,opioid-overdose-encounter.json,Main Question Concept
9. Outcome,1898AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Recovered,opioid-overdose-encounter.json,Answer Option
9. Outcome,160034AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Died,opioid-overdose-encounter.json,Answer Option
10. Reffered Facility,162724AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10. Reffered Facility,opioid-overdose-encounter.json,Main Question Concept
11. Remarks,160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,11. Remarks,opioid-overdose-encounter.json,Main Question Concept
12. Attendee name: ,1473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,12. Attendee name: ,opioid-overdose-encounter.json,Main Question Concept
Current Date,68bfa3f3-1fc7-4d9d-bb41-e897c3c430ef,Current Date,opioid-overdose-encounter.json,Main Question Concept
Visit Type?,164181AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Visit Type?,orthopaedic-clinic-visit-form.json,Main Question Concept
Visit Type?,164180AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,New visit,orthopaedic-clinic-visit-form.json,Answer Option
Visit Type?,160530AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Revisit,orthopaedic-clinic-visit-form.json,Answer Option
Is this Visit a referral?,d105235e-41ee-4234-9b32-0bef507342d7,Is this Visit a referral?,orthopaedic-clinic-visit-form.json,Main Question Concept
Is this Visit a referral?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,orthopaedic-clinic-visit-form.json,Answer Option
Is this Visit a referral?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,orthopaedic-clinic-visit-form.json,Answer Option
Referral from,160338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referral from,orthopaedic-clinic-visit-form.json,Main Question Concept
Referral from,164407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,From other facilities,orthopaedic-clinic-visit-form.json,Answer Option
Referral from,1759AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referred from CHU ,orthopaedic-clinic-visit-form.json,Answer Option
Referral from,164918AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Internal(Department),orthopaedic-clinic-visit-form.json,Answer Option
Area of service where the client was seen,d7a3441d-6aeb-49be-b7d6-b2a3bb39e78d,Area of service where the client was seen,orthopaedic-clinic-visit-form.json,Main Question Concept
Area of service where the client was seen,160542AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CBR(Community-based rehabilitation),orthopaedic-clinic-visit-form.json,Answer Option
Area of service where the client was seen,159937AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MCH,orthopaedic-clinic-visit-form.json,Answer Option
Area of service where the client was seen,159927AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Outreach/Mobile Clinic,orthopaedic-clinic-visit-form.json,Answer Option
Area of service where the client was seen,164103AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Diabetic clinic,orthopaedic-clinic-visit-form.json,Answer Option
Area of service where the client was seen,167396AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,NBU(newborn unit),orthopaedic-clinic-visit-form.json,Answer Option
Area of service where the client was seen,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,orthopaedic-clinic-visit-form.json,Answer Option
Other Unit,166635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other Unit,orthopaedic-clinic-visit-form.json,Main Question Concept
Orthopaedic Technology Patient No:,159893AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Orthopaedic Technology Patient No:,orthopaedic-clinic-visit-form.json,Main Question Concept
Select a symptom,160029AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Select a symptom,orthopaedic-clinic-visit-form.json,Main Question Concept
HPI(History of presenting illiness),160430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,HPI(History of presenting illiness),orthopaedic-clinic-visit-form.json,Main Question Concept
Current and previous history of treatment,1628AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Current and previous history of treatment,orthopaedic-clinic-visit-form.json,Main Question Concept
Any previous physiotherapy?,1628AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Any previous physiotherapy?,orthopaedic-clinic-visit-form.json,Main Question Concept
Any previous physiotherapy?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,orthopaedic-clinic-visit-form.json,Answer Option
Any previous physiotherapy?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,orthopaedic-clinic-visit-form.json,Answer Option
Any History of Trauma,159520AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Any History of Trauma,orthopaedic-clinic-visit-form.json,Main Question Concept
Any History of Trauma,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,orthopaedic-clinic-visit-form.json,Answer Option
Any History of Trauma,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,orthopaedic-clinic-visit-form.json,Answer Option
Any Surgical History,30fe6669-75f3-4a1d-89c3-753a060d559a,Any Surgical History,orthopaedic-clinic-visit-form.json,Main Question Concept
Any Surgical History,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,orthopaedic-clinic-visit-form.json,Answer Option
Any Surgical History,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,orthopaedic-clinic-visit-form.json,Answer Option
Type of Surgery performed,166635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Type of Surgery performed,orthopaedic-clinic-visit-form.json,Main Question Concept
Date Surgery Performed?,160715AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Date Surgery Performed?,orthopaedic-clinic-visit-form.json,Main Question Concept
Indication of surgery:,163393AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Indication of surgery:,orthopaedic-clinic-visit-form.json,Main Question Concept
Any Undelying condition,81bbc312-d0f6-4950-822a-f7a47e599013,Any Undelying condition,orthopaedic-clinic-visit-form.json,Main Question Concept
Any Undelying condition,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,orthopaedic-clinic-visit-form.json,Answer Option
Any Undelying condition,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,162747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Specify the condition,orthopaedic-clinic-visit-form.json,Main Question Concept
Specify the condition,114698AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Osteoarthritis,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,114662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Osteoporosis,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,127417AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Rheumatoid arthritis,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,127706AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Diabetes,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,115115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Obesity,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,117762AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gout,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,153690AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lupus,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,119955AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hip dysplasia,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,113125AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Scoliosis,orthopaedic-clinic-visit-form.json,Answer Option
Specify the condition,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,orthopaedic-clinic-visit-form.json,Answer Option
Other Condition,166635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other Condition,orthopaedic-clinic-visit-form.json,Main Question Concept
Family history of MSS(Musculoskeletal system conditions),1081AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Family history of MSS(Musculoskeletal system conditions),orthopaedic-clinic-visit-form.json,Main Question Concept
Family history of MSS(Musculoskeletal system conditions),1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,orthopaedic-clinic-visit-form.json,Answer Option
Family history of MSS(Musculoskeletal system conditions),1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,162747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Musculoskeletal system conditions,orthopaedic-clinic-visit-form.json,Main Question Concept
Musculoskeletal system conditions,114698AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Arthritis,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,114662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Osteoporosis,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,117585AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Genetic disorders,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,114931AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractures,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,119955AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hip dysplasia,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,113125AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Scoliosis,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal system conditions,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,orthopaedic-clinic-visit-form.json,Answer Option
Other Musculoskeletal Conditions,166635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other Musculoskeletal Conditions,orthopaedic-clinic-visit-form.json,Main Question Concept
General Examination,160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,General Examination,orthopaedic-clinic-visit-form.json,Main Question Concept
Musculoskeletal Findings,f8fd8181-655e-4b32-97e3-4ae539c6de45,Musculoskeletal Findings,orthopaedic-clinic-visit-form.json,Main Question Concept
Musculoskeletal Findings,5313AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Local Tenderness,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,80AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hot and Red joint,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,130917AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Muscle Atrophy,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,152183AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Flexion Attitude(knee/neck/spine/ankle),orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,134186AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Homan's sign positive,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,155871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Deformity(S-shaped),orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,131113AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Thickening of the bone,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,152228AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Local swelling,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,114362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pseudo-paralysis,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,126385AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Adduction is restricted(Shoulder/hip/fingers),orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,142671AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Abduction is restricted,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,163894AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dugas test positive,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,135412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sulcus test positive,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,136421AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Crepitus,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,114431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dimple Sign,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,131113AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Step sign positive,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,139740AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Triangle disruption,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,122904AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Supination and pronation of the forarm,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,135412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Anterior/posterior angulation,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,134186AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Garden spade deformity,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,116472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Kyphosis,orthopaedic-clinic-visit-form.json,Answer Option
Musculoskeletal Findings,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other,orthopaedic-clinic-visit-form.json,Answer Option
Other Specify,160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other Specify,orthopaedic-clinic-visit-form.json,Main Question Concept
Range of motion (ROM) Assessment,c67be9a5-f497-4082-af81-11753f65ed4b,Range of motion (ROM) Assessment,orthopaedic-clinic-visit-form.json,Main Question Concept
Clinical Notes,462bfb69-b97e-425c-b387-ddd3a5c8653c,Clinical Notes,orthopaedic-clinic-visit-form.json,Main Question Concept
Diagnosis Categorization,1f852fa4-caa6-4ad3-9f8e-551219af52ad,Diagnosis Categorization,orthopaedic-clinic-visit-form.json,Main Question Concept
Diagnosis Categorization,1687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,New diagnosis,orthopaedic-clinic-visit-form.json,Answer Option
Diagnosis Categorization,c38d0531-69e4-4f41-9baa-d1539fd22b24,Pre-Existing diagnosis,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,165531AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Treatment/ Intervention Given,orthopaedic-clinic-visit-form.json,Main Question Concept
Treatment/ Intervention Given,167004AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Assessing,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,33b17b69-2854-405d-b24c-7c6f42bbd3c6,Counselling Delivery,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,162308AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Measurement taking,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,119758AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fabrication,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,159630AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fitting,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Assistive Technology Training,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,3e2c192d-71a1-4aab-a417-e6fb4505fb85,Casting,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,fccec1dd-049d-4f87-9bd6-f1ce41df5641,PWD assessment & Categorization,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,160068AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referral,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,142608AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Delivery,orthopaedic-clinic-visit-form.json,Answer Option
Treatment/ Intervention Given,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,orthopaedic-clinic-visit-form.json,Answer Option
Other Intervention,166635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other Intervention,orthopaedic-clinic-visit-form.json,Main Question Concept
Management Plan,163104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Management Plan,orthopaedic-clinic-visit-form.json,Main Question Concept
Patient Outcome ,160433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Patient Outcome ,orthopaedic-clinic-visit-form.json,Main Question Concept
Patient Outcome ,160429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Released Home,orthopaedic-clinic-visit-form.json,Answer Option
Patient Outcome ,77eafb3f-58d3-4397-a6dc-d2c06e9062f3,Admit,orthopaedic-clinic-visit-form.json,Answer Option
Patient Outcome ,1693AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referral,orthopaedic-clinic-visit-form.json,Answer Option
Patient Outcome ,159AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Deceased,orthopaedic-clinic-visit-form.json,Answer Option
Reffered For?,162725AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Reffered For?,orthopaedic-clinic-visit-form.json,Main Question Concept
Referred to?,163145AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referred to?,orthopaedic-clinic-visit-form.json,Main Question Concept
Referred to?,164407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other health facility,orthopaedic-clinic-visit-form.json,Answer Option
Referred to?,163266AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,This health facility,orthopaedic-clinic-visit-form.json,Answer Option
Referred to?,4fcf003e-71cf-47a5-a967-47d24aa61092,Community Health Unit,orthopaedic-clinic-visit-form.json,Answer Option
